date,temp,feels_like,pressure,humidity,wind_speed,wind_deg,avg_rain,avg_snow,clouds_all,total_rain,total_snow,temp_min,temp_max,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Snow,weather_Thunderstorm,weather_broken clouds,weather_few clouds,weather_fog,weather_haze,weather_heavy intensity rain,weather_heavy snow,weather_light intensity drizzle,weather_light rain,weather_light rain and snow,weather_light snow,weather_mist,weather_moderate rain,weather_overcast clouds,weather_scattered clouds,weather_sky is clear,weather_snow,weather_thunderstorm,weather_thunderstorm with heavy rain,weather_thunderstorm with light rain,weather_thunderstorm with rain,weather_very heavy rain
2014-10-17,64.48041666666667,63.85875000000001,1008.1666666666666,68.79166666666667,6.952500000000001,203.75,0.5,0.0,38.666666666666664,0.5,0.0,51.69,56.93,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-10-18,64.19208333333333,63.157916666666665,1005.7083333333334,60.541666666666664,11.075833333333334,240.41666666666666,0.0,0.0,35.583333333333336,0.0,0.0,51.69,56.93,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-10-19,56.162083333333335,53.64125000000001,1015.2916666666666,46.0,12.946250000000001,309.1666666666667,0.0,0.0,52.291666666666664,0.0,0.0,49.73,51.75,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-10-20,55.854166666666664,54.19,1018.5416666666666,57.333333333333336,7.240000000000001,177.91666666666666,0.0,0.0,75.0,0.0,0.0,37.29,46.13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-10-21,60.98458333333334,59.8125,1012.0416666666666,64.45833333333333,4.9870833333333335,162.91666666666666,0.292,0.0,66.875,1.46,0.0,46.29,55.13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-10-22,56.01,55.099583333333335,1013.1666666666666,80.625,12.754583333333334,332.0833333333333,1.074736842105263,0.0,90.0,20.419999999999998,0.0,52.79,55.13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2014-10-23,58.512499999999996,56.78875,1012.7083333333334,58.0,16.73875,319.1666666666667,0.0,0.0,80.41666666666667,0.0,0.0,51.69,53.71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-10-24,62.32083333333333,60.43833333333333,1013.7916666666666,46.5,11.46,314.1666666666667,0.0,0.0,52.875,0.0,0.0,52.25,55.69,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-10-25,60.9375,59.1275,1013.1666666666666,48.958333333333336,8.00375,230.0,0.0,0.0,22.25,0.0,0.0,42.69,49.75,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-10-26,63.90083333333333,61.873333333333335,1007.8333333333334,40.041666666666664,10.645833333333334,257.9166666666667,0.0,0.0,6.583333333333333,0.0,0.0,48.09,56.93,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-10-27,58.30375,56.47333333333333,1016.5,46.833333333333336,4.889166666666667,174.16666666666666,0.0,0.0,16.25,0.0,0.0,35.49,46.69,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-10-28,63.97875,62.67875,1016.5416666666666,55.375,8.73,187.5,0.0,0.0,72.70833333333333,0.0,0.0,46.29,56.93,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-10-29,64.78541666666666,64.15375,1014.0,67.875,7.478333333333334,192.5,0.30666666666666664,0.0,77.5,0.9199999999999999,0.0,53.49,57.65,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-10-30,55.16958333333333,53.48291666666666,1017.0416666666666,64.33333333333333,6.663333333333334,198.33333333333334,0.0,0.0,33.416666666666664,0.0,0.0,40.89,49.75,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-10-31,52.343333333333334,50.224583333333335,1015.5833333333334,55.625,5.561666666666667,142.08333333333334,0.0,0.0,67.29166666666667,0.0,0.0,40.89,47.93,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-01,52.27583333333334,49.96333333333334,1009.7083333333334,58.708333333333336,13.5725,188.75,0.42000000000000004,0.0,84.79166666666667,3.7800000000000002,0.0,42.69,51.53,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-02,48.615,42.474583333333335,1016.2083333333334,43.958333333333336,20.808333333333334,335.0,0.0,0.0,63.708333333333336,0.0,0.0,42.17,44.71,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-03,51.7825,47.69375,1024.9166666666667,30.833333333333332,9.876666666666667,295.0,0.0,0.0,37.25,0.0,0.0,40.89,44.33,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-04,55.3975,53.607499999999995,1022.7916666666666,48.291666666666664,4.02625,145.83333333333334,0.0,0.0,69.79166666666667,0.0,0.0,37.29,47.93,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-05,59.97625,58.01291666666666,1020.625,49.791666666666664,5.567916666666666,184.58333333333334,0.0,0.0,86.875,0.0,0.0,48.09,53.71,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-11-06,57.852500000000006,57.13285714285714,1013.8928571428571,80.75,4.601785714285714,136.42857142857142,1.075625,0.0,86.60714285714286,17.21,0.0,51.69,55.13,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2014-11-07,54.630833333333335,52.14291666666667,1009.375,51.291666666666664,12.805,290.4166666666667,0.0,0.0,61.041666666666664,0.0,0.0,46.29,49.75,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-08,45.03916666666667,41.08958333333333,1017.4166666666666,46.541666666666664,8.71375,228.75,0.0,0.0,36.625,0.0,0.0,30.09,35.71,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-09,51.09708333333333,49.13375,1014.7083333333334,56.0,4.172916666666667,152.08333333333334,0.0,0.0,75.0,0.0,0.0,35.49,46.13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-10,51.779583333333335,50.725833333333334,1019.3333333333334,63.875,2.8283333333333336,70.83333333333333,0.0,0.0,26.583333333333332,0.0,0.0,33.69,42.73,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-11-11,55.3825,54.499583333333334,1018.0,69.58333333333333,2.87625,67.91666666666667,0.0,0.0,39.333333333333336,0.0,0.0,35.49,44.71,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2014-11-12,62.715833333333336,61.87375,1014.2083333333334,67.75,8.720833333333333,237.08333333333334,0.0,0.0,60.083333333333336,0.0,0.0,53.49,56.93,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2014-11-13,45.92791666666667,40.89541666666667,1020.3333333333334,48.833333333333336,10.738333333333335,269.5833333333333,0.17,0.0,58.916666666666664,0.17,0.0,37.29,42.53,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-14,39.666666666666664,32.24666666666666,1021.125,53.666666666666664,12.945833333333333,309.5833333333333,0.27714285714285714,0.0,58.333333333333336,1.94,0.0,33.35,35.33,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-15,37.925000000000004,31.909166666666668,1028.1666666666667,42.666666666666664,8.5275,281.25,0.0,0.0,16.833333333333332,0.0,0.0,29.57,33.53,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-11-16,41.605,37.721250000000005,1027.1666666666667,50.083333333333336,6.665,159.58333333333334,0.29000000000000004,0.0,76.04166666666667,0.5800000000000001,0.0,28.29,37.13,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-17,46.1637037037037,43.28148148148148,1010.8518518518518,76.88888888888889,5.966666666666667,175.55555555555554,1.7189473684210526,0.0,89.44444444444444,32.66,0.0,40.89,44.33,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2014-11-18,35.7025,25.78916666666667,1014.1666666666666,37.083333333333336,18.1225,302.0833333333333,0.0,0.0,45.208333333333336,0.0,0.0,27.79,28.35,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-19,29.22083333333333,21.27541666666667,1025.75,36.333333333333336,8.9175,231.25,0.0,0.0,29.25,0.0,0.0,20.93,22.95,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-20,42.500416666666666,35.80083333333334,1016.375,37.416666666666664,12.52125,217.08333333333334,0.0,0.0,46.791666666666664,0.0,0.0,33.53,35.71,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-21,36.709583333333335,28.010833333333334,1026.2083333333333,31.291666666666668,14.432083333333333,318.75,0.0,0.0,9.75,0.0,0.0,29.21,30.15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-11-22,36.17916666666667,31.797916666666666,1032.7916666666667,45.75,7.048750000000001,200.0,0.0,0.0,24.666666666666668,0.0,0.0,19.29,26.71,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-11-23,46.69916666666666,43.00375,1023.2916666666666,40.75,6.0441666666666665,175.41666666666666,0.0,0.0,63.458333333333336,0.0,0.0,33.69,39.67,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-24,62.7192,62.095600000000005,1007.04,72.44,12.6576,171.6,0.6499999999999999,0.0,67.64,5.85,0.0,49.89,53.33,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
2014-11-25,59.255,57.53916666666667,1013.625,56.541666666666664,8.632083333333334,234.16666666666666,0.0,0.0,78.16666666666667,0.0,0.0,46.29,53.33,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-26,44.32884615384615,39.52307692307692,1018.0769230769231,72.15384615384616,7.434230769230769,87.6923076923077,1.3553333333333333,0.0,88.84615384615384,20.33,0.0,33.69,37.13,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
2014-11-27,41.26125,37.38291666666667,1017.3333333333334,68.5,6.426666666666667,232.5,0.184,0.0,75.0,0.92,0.0,33.69,37.69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-28,38.15416666666667,31.7375,1024.3333333333333,50.791666666666664,9.495416666666667,295.4166666666667,0.0,0.0,47.666666666666664,0.0,0.0,31.89,35.33,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-11-29,39.40541666666667,35.99875,1026.1666666666667,47.875,5.321666666666666,174.58333333333334,0.0,0.0,71.875,0.0,0.0,28.29,35.33,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-11-30,49.2275,45.35375,1020.875,55.166666666666664,9.019166666666667,183.33333333333334,0.0,0.0,69.16666666666667,0.0,0.0,37.29,42.53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-01,58.780833333333334,57.25125,1021.6666666666666,61.541666666666664,9.305416666666668,188.33333333333334,0.43,0.0,68.33333333333333,1.29,0.0,42.69,51.73,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-02,40.614117647058826,35.29823529411765,1032.2941176470588,77.17647058823529,9.788235294117648,88.23529411764706,0.560952380952381,0.0,90.0,11.780000000000001,0.0,35.49,37.15,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2014-12-03,43.96038461538462,40.496538461538464,1024.0,83.34615384615384,6.997307692307692,185.0,0.7859999999999999,0.0,88.84615384615384,3.9299999999999997,0.0,35.49,38.93,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2014-12-04,44.03458333333333,40.871249999999996,1028.9166666666667,52.125,6.5687500000000005,248.33333333333334,0.0,0.0,84.16666666666667,0.0,0.0,31.89,37.13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-05,43.07208333333333,41.012499999999996,1032.7083333333333,62.0,3.782916666666667,102.08333333333333,0.30166666666666664,0.0,90.0,3.6199999999999997,0.0,39.09,42.53,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-12-06,47.202592592592595,44.85925925925926,1022.925925925926,81.33333333333333,5.79925925925926,187.77777777777777,0.4342857142857143,0.0,88.33333333333333,6.08,0.0,40.89,42.73,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2014-12-07,44.44166666666666,36.92875,1028.5833333333333,57.333333333333336,17.885,241.66666666666666,0.6866666666666666,0.0,51.125,4.12,0.0,35.33,38.93,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
2014-12-08,37.1025,29.54625,1034.25,50.708333333333336,11.266666666666666,84.16666666666667,0.0,0.0,74.625,0.0,0.0,31.37,35.33,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-09,37.75,29.618387096774192,1019.4516129032259,79.64516129032258,13.176129032258064,275.16129032258067,0.6826086956521739,0.0,90.0,15.7,0.0,33.53,35.33,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2014-12-10,46.00083333333333,39.31875,1011.0,58.041666666666664,16.3975,319.1666666666667,0.3271428571428571,0.0,69.79166666666667,2.29,0.0,40.55,44.33,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-11,39.93333333333333,32.81166666666667,1012.2083333333334,46.041666666666664,12.27625,275.8333333333333,0.12,0.0,70.20833333333333,0.24,0.0,33.69,37.13,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
2014-12-12,42.82333333333333,36.45916666666667,1017.9166666666666,36.208333333333336,12.227083333333333,295.0,0.0,0.0,73.33333333333333,0.0,0.0,37.29,39.67,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-13,39.485416666666666,35.705000000000005,1019.3333333333334,57.541666666666664,6.184583333333333,242.91666666666666,0.0,0.0,52.541666666666664,0.0,0.0,26.49,33.53,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-14,43.27583333333334,40.05625,1015.9166666666666,61.708333333333336,6.952083333333333,233.75,0.0,0.0,62.291666666666664,0.0,0.0,30.09,35.33,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-15,48.60125,46.65,1018.0833333333334,66.125,4.8425,165.41666666666666,0.0,0.0,61.958333333333336,0.0,0.0,33.69,41.45,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-16,44.91357142857142,43.20964285714285,1015.7857142857143,80.85714285714286,3.4528571428571433,93.92857142857143,1.265,0.0,79.10714285714286,10.12,0.0,31.89,39.67,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
2014-12-17,48.55916666666667,45.61166666666667,1014.5416666666666,67.75,8.4875,257.9166666666667,0.0,0.0,51.458333333333336,0.0,0.0,31.89,40.75,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-12-18,40.385416666666664,33.370416666666664,1019.9583333333334,46.833333333333336,12.224583333333333,314.5833333333333,0.0,0.0,52.041666666666664,0.0,0.0,33.69,37.13,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-19,38.59291666666667,31.62708333333333,1020.875,50.916666666666664,10.93125,315.0,0.0,0.0,79.16666666666667,0.0,0.0,34.79,37.13,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-20,35.37,30.601250000000004,1025.5833333333333,53.75,5.945,227.5,0.0,0.0,43.708333333333336,0.0,0.0,24.69,30.67,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-21,38.803333333333335,36.16375,1026.9583333333333,52.5,3.73625,143.75,0.0,0.0,75.45833333333333,0.0,0.0,30.09,35.71,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-22,35.98458333333333,31.373333333333335,1025.75,69.20833333333333,5.707083333333333,44.166666666666664,0.40875,0.0,78.33333333333333,3.27,0.0,26.49,33.53,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-23,41.45780487804878,37.5819512195122,1018.390243902439,84.95121951219512,5.808780487804879,235.3658536585366,0.43200000000000005,0.0,90.0,2.16,0.0,35.49,37.69,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2014-12-24,47.96163265306122,47.05428571428571,1011.8775510204082,88.22448979591837,2.1816326530612247,64.48979591836735,1.0793548387096774,0.0,90.0,33.46,0.0,44.33,46.35,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2014-12-25,54.29535714285714,52.58,1007.75,67.14285714285714,9.248214285714285,261.07142857142856,0.675,0.0,71.64285714285714,5.4,0.0,46.35,51.53,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
2014-12-26,44.93,41.53791666666667,1025.0,57.166666666666664,7.385416666666667,203.75,0.0,0.0,18.541666666666668,0.0,0.0,30.09,37.13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2014-12-27,44.10958333333334,42.445,1024.75,66.04166666666667,1.4895833333333333,60.416666666666664,0.0,0.0,40.0,0.0,0.0,31.46,35.71,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-28,49.65041666666667,47.50958333333333,1016.4166666666666,63.875,4.726666666666667,156.25,0.3,0.0,81.25,0.8999999999999999,0.0,37.29,45.79,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-29,44.602916666666665,41.583333333333336,1021.2916666666666,66.125,5.770416666666667,203.75,0.44000000000000006,0.0,86.04166666666667,2.2,0.0,40.1,40.89,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-12-30,39.09916666666667,33.86,1027.3333333333333,50.291666666666664,7.997083333333333,211.66666666666666,0.0,0.0,60.708333333333336,0.0,0.0,33.1,37.29,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2014-12-31,30.852083333333336,25.41333333333333,1029.75,50.875,5.984999999999999,252.5,0.0,0.0,28.583333333333332,0.0,0.0,22.89,28.29,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2015-01-01,33.03541666666667,27.33875,1023.125,49.041666666666664,7.2995833333333335,211.66666666666666,0.0,0.0,25.5,0.0,0.0,21.09,27.79,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2015-01-02,39.38916666666667,36.46,1023.2083333333334,53.375,4.4470833333333335,177.91666666666666,0.0,0.0,69.79166666666667,0.0,0.0,28.29,36.79,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2015-01-03,37.32821428571429,35.02321428571428,1030.107142857143,78.92857142857143,3.0464285714285713,32.857142857142854,0.6714285714285715,0.0,83.03571428571429,4.7,0.0,28.29,34.81,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
